policy_check_id,asset_id,classification,source_max_allowed_classification,classification_within_source_policy,access_control_status,retention_status,retention_policy_days,contains_sensitive_tokens,governance_pass,review_required_before_retrieval
POL-00684,AST-00684,public_internal,public_internal,True,aligned,aligned,1825,False,True,False
POL-00685,AST-00685,confidential,public_internal,False,overexposed,missing_policy,1825,False,False,True
POL-00686,AST-00686,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00687,AST-00687,confidential,restricted,True,aligned,expired,730,False,False,True
POL-00688,AST-00688,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00689,AST-00689,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-00690,AST-00690,confidential,restricted,True,aligned,aligned,365,True,True,False
POL-00691,AST-00691,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-00692,AST-00692,confidential,public_internal,False,aligned,aligned,730,True,False,True
POL-00693,AST-00693,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00694,AST-00694,regulated_sensitive,confidential,False,aligned,aligned,730,False,False,True
POL-00695,AST-00695,restricted,public_internal,False,overexposed,aligned,365,False,False,True
POL-00696,AST-00696,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-00697,AST-00697,regulated_sensitive,restricted,False,aligned,aligned,365,False,False,True
POL-00698,AST-00698,restricted,restricted,True,aligned,aligned,2555,False,True,False
POL-00699,AST-00699,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00700,AST-00700,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-00701,AST-00701,regulated_sensitive,confidential,False,aligned,aligned,730,False,False,True
POL-00702,AST-00702,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00703,AST-00703,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00704,AST-00704,confidential,regulated_sensitive,True,overexposed,aligned,2555,False,False,True
POL-00705,AST-00705,confidential,public_internal,False,missing_review,missing_policy,1825,False,False,True
POL-00706,AST-00706,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00707,AST-00707,confidential,public_internal,False,aligned,aligned,1825,False,False,True
POL-00708,AST-00708,regulated_sensitive,regulated_sensitive,True,overexposed,expired,365,False,False,True
POL-00709,AST-00709,restricted,confidential,False,overexposed,aligned,365,False,False,True
POL-00710,AST-00710,confidential,confidential,True,aligned,expired,365,False,False,True
POL-00711,AST-00711,public_internal,restricted,True,aligned,aligned,730,True,True,False
POL-00712,AST-00712,regulated_sensitive,restricted,False,aligned,missing_policy,1095,False,False,True
POL-00713,AST-00713,confidential,regulated_sensitive,True,aligned,aligned,1825,False,True,False
POL-00714,AST-00714,regulated_sensitive,regulated_sensitive,True,aligned,aligned,730,True,True,False
POL-00715,AST-00715,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-00716,AST-00716,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00717,AST-00717,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00718,AST-00718,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00719,AST-00719,public_internal,public_internal,True,aligned,aligned,1825,False,True,False
POL-00720,AST-00720,confidential,confidential,True,overexposed,aligned,1825,False,False,True
POL-00721,AST-00721,confidential,restricted,True,overexposed,aligned,730,False,False,True
POL-00722,AST-00722,regulated_sensitive,public_internal,False,overexposed,aligned,1095,False,False,True
POL-00723,AST-00723,confidential,regulated_sensitive,True,overexposed,expired,365,False,False,True
POL-00724,AST-00724,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00725,AST-00725,regulated_sensitive,public_internal,False,aligned,aligned,365,False,False,True
POL-00726,AST-00726,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-00727,AST-00727,restricted,regulated_sensitive,True,aligned,aligned,1825,True,True,False
POL-00728,AST-00728,public_internal,confidential,True,aligned,aligned,1095,False,True,False
POL-00729,AST-00729,regulated_sensitive,confidential,False,aligned,aligned,730,False,False,True
POL-00730,AST-00730,confidential,regulated_sensitive,True,overexposed,aligned,730,False,False,True
POL-00731,AST-00731,confidential,confidential,True,missing_review,aligned,2555,False,False,True
POL-00732,AST-00732,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-00733,AST-00733,public_internal,restricted,True,aligned,aligned,1095,False,True,False
POL-00734,AST-00734,restricted,confidential,False,aligned,missing_policy,730,False,False,True
POL-00735,AST-00735,restricted,restricted,True,aligned,aligned,1825,False,True,False
POL-00736,AST-00736,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-00737,AST-00737,restricted,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-00738,AST-00738,confidential,confidential,True,aligned,expired,1825,False,False,True
POL-00739,AST-00739,confidential,public_internal,False,overexposed,aligned,2555,False,False,True
POL-00740,AST-00740,confidential,confidential,True,aligned,aligned,1825,True,True,False
POL-00741,AST-00741,confidential,restricted,True,missing_review,aligned,730,False,False,True
POL-00742,AST-00742,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00743,AST-00743,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-00744,AST-00744,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00745,AST-00745,regulated_sensitive,public_internal,False,aligned,expired,1095,False,False,True
POL-00746,AST-00746,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00747,AST-00747,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-00748,AST-00748,confidential,restricted,True,aligned,aligned,365,True,True,False
POL-00749,AST-00749,confidential,confidential,True,aligned,expired,730,False,False,True
POL-00750,AST-00750,restricted,restricted,True,aligned,aligned,365,True,True,False
POL-00751,AST-00751,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00752,AST-00752,confidential,confidential,True,aligned,missing_policy,1095,True,False,True
POL-00753,AST-00753,confidential,confidential,True,aligned,expired,1095,False,False,True
POL-00754,AST-00754,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00755,AST-00755,restricted,restricted,True,aligned,aligned,730,True,True,False
POL-00756,AST-00756,restricted,restricted,True,missing_review,aligned,1095,False,False,True
POL-00757,AST-00757,public_internal,restricted,True,aligned,missing_policy,365,False,False,True
POL-00758,AST-00758,restricted,public_internal,False,aligned,aligned,1095,True,False,True
POL-00759,AST-00759,confidential,restricted,True,aligned,expired,365,False,False,True
POL-00760,AST-00760,public_internal,public_internal,True,overexposed,aligned,2555,False,False,True
POL-00761,AST-00761,confidential,confidential,True,overexposed,aligned,2555,False,False,True
POL-00762,AST-00762,public_internal,public_internal,True,overexposed,aligned,2555,False,False,True
POL-00763,AST-00763,confidential,restricted,True,aligned,aligned,2555,False,True,False
POL-00764,AST-00764,confidential,regulated_sensitive,True,overexposed,aligned,1095,True,False,True
POL-00765,AST-00765,confidential,confidential,True,missing_review,aligned,730,False,False,True
POL-00766,AST-00766,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-00767,AST-00767,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00768,AST-00768,regulated_sensitive,public_internal,False,aligned,aligned,365,False,False,True
POL-00769,AST-00769,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00770,AST-00770,confidential,confidential,True,aligned,aligned,1825,True,True,False
POL-00771,AST-00771,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-00772,AST-00772,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-00773,AST-00773,regulated_sensitive,confidential,False,aligned,aligned,365,False,False,True
POL-00774,AST-00774,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00775,AST-00775,restricted,public_internal,False,aligned,aligned,1825,True,False,True
POL-00776,AST-00776,confidential,restricted,True,missing_review,aligned,730,False,False,True
POL-00777,AST-00777,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00778,AST-00778,confidential,restricted,True,overexposed,aligned,1095,False,False,True
POL-00779,AST-00779,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-00780,AST-00780,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00781,AST-00781,restricted,restricted,True,aligned,aligned,365,True,True,False
POL-00782,AST-00782,confidential,public_internal,False,missing_review,expired,365,False,False,True
POL-00783,AST-00783,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-00784,AST-00784,confidential,confidential,True,overexposed,aligned,1095,False,False,True
POL-00785,AST-00785,public_internal,restricted,True,aligned,aligned,1095,False,True,False
POL-00786,AST-00786,public_internal,restricted,True,aligned,aligned,730,False,True,False
POL-00787,AST-00787,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00788,AST-00788,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00789,AST-00789,confidential,confidential,True,aligned,aligned,1825,False,True,False
POL-00790,AST-00790,confidential,public_internal,False,aligned,expired,2555,False,False,True
POL-00791,AST-00791,public_internal,restricted,True,missing_review,expired,365,False,False,True
POL-00792,AST-00792,restricted,confidential,False,overexposed,aligned,2555,True,False,True
POL-00793,AST-00793,confidential,public_internal,False,aligned,aligned,1825,False,False,True
POL-00794,AST-00794,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-00795,AST-00795,regulated_sensitive,public_internal,False,aligned,expired,1095,False,False,True
POL-00796,AST-00796,confidential,regulated_sensitive,True,missing_review,aligned,730,True,False,True
POL-00797,AST-00797,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00798,AST-00798,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00799,AST-00799,restricted,confidential,False,aligned,aligned,1825,True,False,True
POL-00800,AST-00800,confidential,restricted,True,overexposed,aligned,1095,False,False,True
POL-00801,AST-00801,public_internal,confidential,True,aligned,missing_policy,365,False,False,True
POL-00802,AST-00802,regulated_sensitive,restricted,False,overexposed,aligned,1095,False,False,True
POL-00803,AST-00803,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00804,AST-00804,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-00805,AST-00805,restricted,restricted,True,missing_review,aligned,365,False,False,True
POL-00806,AST-00806,public_internal,regulated_sensitive,True,aligned,aligned,1825,False,True,False
POL-00807,AST-00807,confidential,public_internal,False,missing_review,aligned,730,False,False,True
POL-00808,AST-00808,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00809,AST-00809,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00810,AST-00810,regulated_sensitive,confidential,False,aligned,aligned,1095,False,False,True
POL-00811,AST-00811,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00812,AST-00812,confidential,confidential,True,missing_review,aligned,1095,True,False,True
POL-00813,AST-00813,confidential,public_internal,False,aligned,expired,2555,False,False,True
POL-00814,AST-00814,confidential,confidential,True,aligned,aligned,365,True,True,False
POL-00815,AST-00815,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-00816,AST-00816,public_internal,public_internal,True,overexposed,aligned,1825,False,False,True
POL-00817,AST-00817,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-00818,AST-00818,confidential,public_internal,False,missing_review,missing_policy,1825,False,False,True
POL-00819,AST-00819,public_internal,restricted,True,overexposed,expired,1825,False,False,True
POL-00820,AST-00820,restricted,confidential,False,aligned,aligned,365,False,False,True
POL-00821,AST-00821,confidential,public_internal,False,overexposed,missing_policy,2555,False,False,True
POL-00822,AST-00822,confidential,restricted,True,aligned,aligned,1095,True,True,False
POL-00823,AST-00823,public_internal,restricted,True,aligned,aligned,1095,True,True,False
POL-00824,AST-00824,public_internal,confidential,True,aligned,aligned,1095,False,True,False
POL-00825,AST-00825,restricted,restricted,True,aligned,expired,1095,False,False,True
POL-00826,AST-00826,restricted,public_internal,False,aligned,aligned,2555,False,False,True
POL-00827,AST-00827,confidential,confidential,True,aligned,expired,365,False,False,True
POL-00828,AST-00828,confidential,confidential,True,aligned,aligned,365,True,True,False
POL-00829,AST-00829,restricted,public_internal,False,aligned,aligned,1825,False,False,True
POL-00830,AST-00830,confidential,restricted,True,aligned,missing_policy,1095,False,False,True
POL-00831,AST-00831,restricted,restricted,True,missing_review,aligned,1095,False,False,True
POL-00832,AST-00832,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-00833,AST-00833,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-00834,AST-00834,public_internal,public_internal,True,overexposed,missing_policy,2555,False,False,True
POL-00835,AST-00835,restricted,restricted,True,aligned,expired,365,True,False,True
POL-00836,AST-00836,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00837,AST-00837,confidential,confidential,True,missing_review,aligned,730,False,False,True
POL-00838,AST-00838,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-00839,AST-00839,confidential,public_internal,False,overexposed,aligned,1825,False,False,True
POL-00840,AST-00840,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00841,AST-00841,restricted,regulated_sensitive,True,aligned,aligned,1095,True,True,False
POL-00842,AST-00842,regulated_sensitive,restricted,False,overexposed,expired,1095,False,False,True
POL-00843,AST-00843,regulated_sensitive,confidential,False,aligned,aligned,1825,False,False,True
POL-00844,AST-00844,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00845,AST-00845,restricted,restricted,True,overexposed,aligned,365,False,False,True
POL-00846,AST-00846,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00847,AST-00847,confidential,regulated_sensitive,True,aligned,expired,2555,True,False,True
POL-00848,AST-00848,confidential,regulated_sensitive,True,overexposed,aligned,1095,True,False,True
POL-00849,AST-00849,public_internal,public_internal,True,aligned,aligned,1095,False,True,False
POL-00850,AST-00850,restricted,public_internal,False,aligned,expired,2555,False,False,True
POL-00851,AST-00851,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-00852,AST-00852,regulated_sensitive,confidential,False,aligned,aligned,1825,False,False,True
POL-00853,AST-00853,regulated_sensitive,restricted,False,overexposed,aligned,365,False,False,True
POL-00854,AST-00854,restricted,regulated_sensitive,True,aligned,aligned,365,False,True,False
POL-00855,AST-00855,restricted,confidential,False,aligned,missing_policy,1095,False,False,True
POL-00856,AST-00856,confidential,regulated_sensitive,True,aligned,expired,2555,False,False,True
POL-00857,AST-00857,restricted,public_internal,False,missing_review,missing_policy,1825,True,False,True
POL-00858,AST-00858,regulated_sensitive,confidential,False,aligned,aligned,730,False,False,True
POL-00859,AST-00859,restricted,public_internal,False,aligned,expired,365,True,False,True
POL-00860,AST-00860,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00861,AST-00861,confidential,public_internal,False,aligned,expired,1825,False,False,True
POL-00862,AST-00862,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00863,AST-00863,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-00864,AST-00864,public_internal,confidential,True,aligned,aligned,730,False,True,False
POL-00865,AST-00865,confidential,regulated_sensitive,True,aligned,aligned,365,True,True,False
POL-00866,AST-00866,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00867,AST-00867,restricted,confidential,False,overexposed,aligned,730,False,False,True
POL-00868,AST-00868,restricted,confidential,False,aligned,expired,730,False,False,True
POL-00869,AST-00869,confidential,public_internal,False,aligned,aligned,1095,True,False,True
POL-00870,AST-00870,confidential,restricted,True,overexposed,aligned,1095,True,False,True
POL-00871,AST-00871,confidential,confidential,True,aligned,expired,365,False,False,True
POL-00872,AST-00872,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00873,AST-00873,confidential,confidential,True,missing_review,aligned,2555,True,False,True
POL-00874,AST-00874,public_internal,public_internal,True,aligned,aligned,2555,False,True,False
POL-00875,AST-00875,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-00876,AST-00876,confidential,regulated_sensitive,True,aligned,aligned,730,True,True,False
POL-00877,AST-00877,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00878,AST-00878,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-00879,AST-00879,restricted,public_internal,False,aligned,aligned,1825,False,False,True
POL-00880,AST-00880,confidential,restricted,True,aligned,expired,365,False,False,True
POL-00881,AST-00881,restricted,restricted,True,missing_review,aligned,365,False,False,True
POL-00882,AST-00882,restricted,confidential,False,aligned,missing_policy,365,False,False,True
POL-00883,AST-00883,confidential,regulated_sensitive,True,overexposed,aligned,2555,False,False,True
POL-00884,AST-00884,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00885,AST-00885,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-00886,AST-00886,public_internal,confidential,True,aligned,aligned,365,False,True,False
POL-00887,AST-00887,restricted,restricted,True,aligned,aligned,1825,True,True,False
POL-00888,AST-00888,confidential,restricted,True,missing_review,aligned,1825,False,False,True
POL-00889,AST-00889,confidential,confidential,True,overexposed,aligned,1095,True,False,True
POL-00890,AST-00890,regulated_sensitive,restricted,False,aligned,missing_policy,1825,False,False,True
POL-00891,AST-00891,restricted,restricted,True,missing_review,aligned,1095,False,False,True
POL-00892,AST-00892,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00893,AST-00893,regulated_sensitive,regulated_sensitive,True,overexposed,aligned,730,True,False,True
POL-00894,AST-00894,public_internal,public_internal,True,aligned,aligned,730,False,True,False
POL-00895,AST-00895,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-00896,AST-00896,confidential,regulated_sensitive,True,aligned,aligned,1825,True,True,False
POL-00897,AST-00897,restricted,restricted,True,aligned,missing_policy,730,False,False,True
POL-00898,AST-00898,confidential,confidential,True,aligned,aligned,365,True,True,False
POL-00899,AST-00899,restricted,confidential,False,overexposed,aligned,365,True,False,True
POL-00900,AST-00900,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00901,AST-00901,confidential,public_internal,False,aligned,expired,1095,False,False,True
POL-00902,AST-00902,regulated_sensitive,public_internal,False,overexposed,missing_policy,730,False,False,True
POL-00903,AST-00903,restricted,confidential,False,aligned,aligned,1825,False,False,True
POL-00904,AST-00904,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-00905,AST-00905,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-00906,AST-00906,public_internal,confidential,True,aligned,aligned,1825,False,True,False
POL-00907,AST-00907,confidential,restricted,True,overexposed,missing_policy,365,False,False,True
POL-00908,AST-00908,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-00909,AST-00909,confidential,restricted,True,overexposed,aligned,730,True,False,True
POL-00910,AST-00910,confidential,confidential,True,aligned,aligned,1095,True,True,False
POL-00911,AST-00911,public_internal,confidential,True,aligned,aligned,365,True,True,False
POL-00912,AST-00912,confidential,regulated_sensitive,True,aligned,expired,1825,False,False,True
POL-00913,AST-00913,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00914,AST-00914,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00915,AST-00915,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-00916,AST-00916,restricted,restricted,True,aligned,aligned,2555,False,True,False
POL-00917,AST-00917,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-00918,AST-00918,confidential,confidential,True,aligned,aligned,1825,True,True,False
POL-00919,AST-00919,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00920,AST-00920,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-00921,AST-00921,public_internal,confidential,True,aligned,aligned,2555,False,True,False
POL-00922,AST-00922,restricted,public_internal,False,missing_review,aligned,365,False,False,True
POL-00923,AST-00923,restricted,confidential,False,overexposed,aligned,1825,True,False,True
POL-00924,AST-00924,confidential,regulated_sensitive,True,overexposed,aligned,730,False,False,True
POL-00925,AST-00925,restricted,regulated_sensitive,True,aligned,expired,2555,False,False,True
POL-00926,AST-00926,public_internal,restricted,True,aligned,aligned,365,False,True,False
POL-00927,AST-00927,restricted,restricted,True,overexposed,aligned,1095,True,False,True
POL-00928,AST-00928,restricted,public_internal,False,aligned,aligned,1095,False,False,True
POL-00929,AST-00929,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-00930,AST-00930,restricted,public_internal,False,aligned,aligned,730,False,False,True
POL-00931,AST-00931,regulated_sensitive,public_internal,False,aligned,aligned,365,True,False,True
POL-00932,AST-00932,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00933,AST-00933,regulated_sensitive,restricted,False,overexposed,aligned,2555,False,False,True
POL-00934,AST-00934,public_internal,public_internal,True,aligned,aligned,1825,True,True,False
POL-00935,AST-00935,confidential,confidential,True,overexposed,aligned,730,False,False,True
POL-00936,AST-00936,public_internal,restricted,True,missing_review,aligned,365,False,False,True
POL-00937,AST-00937,restricted,restricted,True,aligned,aligned,1825,False,True,False
POL-00938,AST-00938,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-00939,AST-00939,regulated_sensitive,public_internal,False,aligned,missing_policy,2555,False,False,True
POL-00940,AST-00940,restricted,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00941,AST-00941,public_internal,restricted,True,overexposed,aligned,1095,False,False,True
POL-00942,AST-00942,confidential,public_internal,False,aligned,aligned,365,False,False,True
POL-00943,AST-00943,confidential,restricted,True,aligned,expired,365,False,False,True
POL-00944,AST-00944,confidential,regulated_sensitive,True,aligned,aligned,730,False,True,False
POL-00945,AST-00945,confidential,regulated_sensitive,True,missing_review,aligned,365,False,False,True
POL-00946,AST-00946,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-00947,AST-00947,restricted,public_internal,False,overexposed,aligned,1825,False,False,True
POL-00948,AST-00948,regulated_sensitive,restricted,False,aligned,aligned,1825,True,False,True
POL-00949,AST-00949,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-00950,AST-00950,restricted,restricted,True,overexposed,aligned,1095,False,False,True
POL-00951,AST-00951,regulated_sensitive,public_internal,False,overexposed,aligned,1095,False,False,True
POL-00952,AST-00952,regulated_sensitive,confidential,False,aligned,missing_policy,1095,False,False,True
POL-00953,AST-00953,restricted,restricted,True,aligned,aligned,1095,False,True,False
POL-00954,AST-00954,regulated_sensitive,restricted,False,aligned,aligned,1825,False,False,True
POL-00955,AST-00955,regulated_sensitive,confidential,False,aligned,aligned,1095,False,False,True
POL-00956,AST-00956,restricted,restricted,True,aligned,missing_policy,2555,False,False,True
POL-00957,AST-00957,restricted,public_internal,False,aligned,aligned,365,True,False,True
POL-00958,AST-00958,confidential,restricted,True,aligned,aligned,2555,False,True,False
POL-00959,AST-00959,restricted,confidential,False,aligned,aligned,1095,False,False,True
POL-00960,AST-00960,confidential,restricted,True,aligned,aligned,1825,False,True,False
POL-00961,AST-00961,public_internal,restricted,True,aligned,aligned,730,False,True,False
POL-00962,AST-00962,public_internal,public_internal,True,aligned,aligned,730,False,True,False
POL-00963,AST-00963,confidential,public_internal,False,missing_review,aligned,1825,False,False,True
POL-00964,AST-00964,public_internal,public_internal,True,aligned,aligned,1825,False,True,False
POL-00965,AST-00965,public_internal,restricted,True,overexposed,aligned,365,False,False,True
POL-00966,AST-00966,restricted,confidential,False,missing_review,aligned,730,False,False,True
POL-00967,AST-00967,confidential,regulated_sensitive,True,aligned,aligned,1095,False,True,False
POL-00968,AST-00968,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00969,AST-00969,restricted,public_internal,False,aligned,aligned,365,False,False,True
POL-00970,AST-00970,confidential,restricted,True,overexposed,aligned,1825,False,False,True
POL-00971,AST-00971,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00972,AST-00972,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-00973,AST-00973,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-00974,AST-00974,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-00975,AST-00975,restricted,confidential,False,aligned,missing_policy,1825,False,False,True
POL-00976,AST-00976,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-00977,AST-00977,regulated_sensitive,restricted,False,aligned,aligned,1095,False,False,True
POL-00978,AST-00978,confidential,confidential,True,missing_review,missing_policy,1095,False,False,True
POL-00979,AST-00979,regulated_sensitive,confidential,False,overexposed,aligned,1095,True,False,True
POL-00980,AST-00980,regulated_sensitive,confidential,False,overexposed,missing_policy,2555,False,False,True
POL-00981,AST-00981,restricted,confidential,False,aligned,aligned,730,False,False,True
POL-00982,AST-00982,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-00983,AST-00983,public_internal,restricted,True,aligned,aligned,365,True,True,False
POL-00984,AST-00984,confidential,restricted,True,aligned,missing_policy,1095,False,False,True
POL-00985,AST-00985,confidential,public_internal,False,aligned,aligned,730,False,False,True
POL-00986,AST-00986,public_internal,regulated_sensitive,True,overexposed,aligned,730,True,False,True
POL-00987,AST-00987,restricted,restricted,True,missing_review,aligned,1095,False,False,True
POL-00988,AST-00988,confidential,public_internal,False,aligned,aligned,1095,False,False,True
POL-00989,AST-00989,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-00990,AST-00990,public_internal,regulated_sensitive,True,aligned,missing_policy,365,False,False,True
POL-00991,AST-00991,public_internal,restricted,True,aligned,missing_policy,1095,False,False,True
POL-00992,AST-00992,confidential,confidential,True,aligned,aligned,365,True,True,False
POL-00993,AST-00993,confidential,confidential,True,overexposed,aligned,1825,False,False,True
POL-00994,AST-00994,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-00995,AST-00995,public_internal,confidential,True,missing_review,aligned,730,False,False,True
POL-00996,AST-00996,regulated_sensitive,restricted,False,aligned,aligned,730,True,False,True
POL-00997,AST-00997,restricted,public_internal,False,aligned,expired,365,False,False,True
POL-00998,AST-00998,confidential,confidential,True,aligned,aligned,2555,False,True,False
POL-00999,AST-00999,confidential,public_internal,False,aligned,aligned,2555,False,False,True
POL-01000,AST-01000,restricted,public_internal,False,aligned,aligned,1095,True,False,True
POL-01001,AST-01001,public_internal,regulated_sensitive,True,aligned,aligned,1095,True,True,False
POL-01002,AST-01002,confidential,public_internal,False,aligned,missing_policy,1825,False,False,True
POL-01003,AST-01003,restricted,regulated_sensitive,True,aligned,aligned,2555,False,True,False
POL-01004,AST-01004,regulated_sensitive,confidential,False,overexposed,aligned,730,False,False,True
POL-01005,AST-01005,confidential,confidential,True,aligned,aligned,1095,False,True,False
POL-01006,AST-01006,regulated_sensitive,confidential,False,aligned,aligned,1825,False,False,True
POL-01007,AST-01007,confidential,confidential,True,aligned,aligned,730,False,True,False
POL-01008,AST-01008,restricted,restricted,True,aligned,aligned,365,False,True,False
POL-01009,AST-01009,confidential,restricted,True,missing_review,aligned,730,True,False,True
POL-01010,AST-01010,confidential,restricted,True,aligned,aligned,1095,False,True,False
POL-01011,AST-01011,confidential,restricted,True,aligned,aligned,2555,False,True,False
POL-01012,AST-01012,regulated_sensitive,public_internal,False,aligned,aligned,730,False,False,True
POL-01013,AST-01013,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01014,AST-01014,public_internal,restricted,True,overexposed,missing_policy,365,False,False,True
POL-01015,AST-01015,confidential,confidential,True,aligned,aligned,730,True,True,False
POL-01016,AST-01016,restricted,restricted,True,aligned,aligned,1825,False,True,False
POL-01017,AST-01017,restricted,confidential,False,aligned,missing_policy,730,False,False,True
POL-01018,AST-01018,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-01019,AST-01019,confidential,restricted,True,aligned,aligned,2555,False,True,False
POL-01020,AST-01020,confidential,public_internal,False,aligned,missing_policy,365,False,False,True
POL-01021,AST-01021,confidential,confidential,True,aligned,expired,365,False,False,True
POL-01022,AST-01022,confidential,restricted,True,aligned,aligned,730,False,True,False
POL-01023,AST-01023,confidential,confidential,True,aligned,aligned,365,False,True,False
POL-01024,AST-01024,confidential,public_internal,False,aligned,expired,365,False,False,True
POL-01025,AST-01025,confidential,restricted,True,aligned,aligned,365,False,True,False
POL-01026,AST-01026,restricted,restricted,True,aligned,aligned,1825,False,True,False
POL-01027,AST-01027,restricted,restricted,True,overexposed,aligned,2555,False,False,True
POL-01028,AST-01028,restricted,restricted,True,aligned,missing_policy,365,False,False,True
