asset_id,source_id,asset_title,asset_type,domain,ai_retrieval_candidate,included_in_retrieval,business_description_present,metadata_owner_present,lineage_documented,last_refreshed_at,classification,access_control_status,retention_status,semantic_label,document_structure_score,retrieval_ambiguity_score,risk_decision_signal,consumer_team,days_since_refresh
AST-00642,SRC-030,Fraud Signals Table 0642,table,Fraud Signals,False,False,True,True,True,2026-06-05,confidential,overexposed,expired,case_workflow,0.504,0.048,low,Identity Product,47
AST-00643,SRC-064,Device Intelligence Table 0643,table,Device Intelligence,True,False,True,True,True,2026-07-10,public_internal,aligned,aligned,risk_decision_signal,0.928,0.325,unclear,Compliance Ops,12
AST-00644,SRC-069,Sanctions Screening Policy Document 0644,policy_document,Sanctions Screening,True,True,True,True,True,2026-06-10,restricted,aligned,aligned,identity_verification,0.863,0.488,medium,Compliance Ops,42
AST-00645,SRC-079,Fraud Signals Table 0645,table,Fraud Signals,False,False,True,True,False,2026-07-19,regulated_sensitive,aligned,aligned,retention_rule,0.625,0.591,medium,Identity Product,3
AST-00646,SRC-056,Business Registry Knowledge Article 0646,knowledge_article,Business Registry,False,False,True,True,True,2026-07-12,regulated_sensitive,aligned,expired,case_workflow,0.86,0.234,medium,Fraud Product,10
AST-00647,SRC-040,Fraud Signals Policy Document 0647,policy_document,Fraud Signals,True,True,True,False,False,2026-06-27,confidential,aligned,aligned,case_workflow,0.529,0.02,medium,AI Platform,25
AST-00648,SRC-039,Fraud Signals Table 0648,table,Fraud Signals,False,False,True,True,True,2026-06-04,restricted,aligned,aligned,fraud_indicator,0.796,0.1,low,Identity Product,48
AST-00649,SRC-016,Business Registry Knowledge Article 0649,knowledge_article,Business Registry,True,False,True,True,True,2026-06-06,restricted,aligned,aligned,,0.819,0.047,medium,Customer Ops,46
AST-00650,SRC-036,Case Operations Table 0650,table,Case Operations,False,False,True,True,True,2026-07-07,regulated_sensitive,aligned,aligned,fraud_indicator,0.728,0.114,medium,Identity Product,15
AST-00651,SRC-094,Case Operations Knowledge Article 0651,knowledge_article,Case Operations,True,True,True,True,True,2026-07-21,restricted,missing_review,aligned,access_policy,0.949,0.15,medium,AI Platform,1
AST-00652,SRC-094,Case Operations Policy Document 0652,policy_document,Case Operations,True,True,True,True,True,2026-07-05,restricted,aligned,aligned,access_policy,0.617,0.221,medium,Identity Product,17
AST-00653,SRC-072,Identity Verification Runbook 0653,runbook,Identity Verification,True,True,True,True,True,2026-07-05,restricted,aligned,expired,device_risk,0.722,0.262,low,Customer Ops,17
AST-00654,SRC-047,Compliance Policy Knowledge Article 0654,knowledge_article,Compliance Policy,True,True,True,True,True,2026-06-02,restricted,aligned,missing_policy,business_registry,1.0,0.332,low,Fraud Product,50
AST-00655,SRC-085,Case Operations Faq 0655,faq,Case Operations,True,True,True,True,False,2026-06-28,confidential,aligned,expired,fraud_indicator,0.856,0.02,medium,Compliance Ops,24
AST-00656,SRC-006,Sanctions Screening Knowledge Article 0656,knowledge_article,Sanctions Screening,True,True,False,False,True,2026-05-11,confidential,aligned,aligned,device_risk,1.0,0.337,medium,AI Platform,72
AST-00657,SRC-072,Identity Verification Knowledge Article 0657,knowledge_article,Identity Verification,True,True,True,True,True,2026-07-22,restricted,aligned,missing_policy,risk_decision_signal,0.574,0.452,medium,Compliance Ops,0
AST-00658,SRC-094,Case Operations Table 0658,table,Case Operations,True,False,True,False,True,2026-07-17,confidential,aligned,aligned,business_registry,0.934,0.267,medium,Identity Product,5
AST-00659,SRC-053,Fraud Signals Runbook 0659,runbook,Fraud Signals,True,False,False,True,True,2026-07-11,restricted,missing_review,missing_policy,retention_rule,0.98,0.17,medium,Fraud Product,11
AST-00660,SRC-027,Fraud Signals Knowledge Article 0660,knowledge_article,Fraud Signals,False,False,False,False,True,2026-04-20,confidential,aligned,missing_policy,,0.961,0.183,unclear,Customer Ops,93
AST-00661,SRC-016,Business Registry Knowledge Article 0661,knowledge_article,Business Registry,True,True,False,True,False,2026-05-18,public_internal,missing_review,aligned,retention_rule,0.632,0.347,medium,Customer Ops,65
AST-00662,SRC-072,Identity Verification Knowledge Article 0662,knowledge_article,Identity Verification,True,True,True,False,True,2026-07-19,confidential,overexposed,aligned,identity_verification,1.0,0.104,high,Identity Product,3
AST-00663,SRC-081,Compliance Policy Case Note Template 0663,case_note_template,Compliance Policy,False,False,True,True,True,2026-05-03,confidential,overexposed,missing_policy,risk_decision_signal,0.565,0.02,low,Identity Product,80
AST-00664,SRC-025,Compliance Policy Table 0664,table,Compliance Policy,True,False,False,True,True,2026-07-20,restricted,aligned,aligned,business_registry,0.567,0.38,unclear,Customer Ops,2
AST-00665,SRC-078,Device Intelligence Table 0665,table,Device Intelligence,True,False,False,True,True,2026-05-11,restricted,missing_review,aligned,device_risk,0.566,0.369,medium,Identity Product,72
AST-00666,SRC-060,Fraud Signals Knowledge Article 0666,knowledge_article,Fraud Signals,True,False,True,True,True,2026-07-21,restricted,aligned,aligned,case_workflow,1.0,0.058,medium,Customer Ops,1
AST-00667,SRC-077,Customer Risk Notes Runbook 0667,runbook,Customer Risk Notes,True,True,False,True,True,2026-06-22,confidential,aligned,aligned,entity_resolution,0.659,0.308,medium,Fraud Product,30
AST-00668,SRC-063,Customer Risk Notes Knowledge Article 0668,knowledge_article,Customer Risk Notes,False,False,True,True,True,2026-06-25,confidential,aligned,aligned,entity_resolution,0.863,0.174,low,Customer Ops,27
AST-00669,SRC-026,Customer Risk Notes Faq 0669,faq,Customer Risk Notes,True,True,False,True,True,2026-06-23,restricted,aligned,aligned,business_registry,0.906,0.356,low,Identity Product,29
AST-00670,SRC-032,Compliance Policy Knowledge Article 0670,knowledge_article,Compliance Policy,False,False,True,True,True,2026-07-19,restricted,aligned,aligned,case_workflow,0.738,0.046,medium,Customer Ops,3
AST-00671,SRC-008,Identity Verification Knowledge Article 0671,knowledge_article,Identity Verification,True,False,True,True,True,2026-05-22,confidential,aligned,missing_policy,retention_rule,0.895,0.02,medium,AI Platform,61
AST-00672,SRC-004,Sanctions Screening Runbook 0672,runbook,Sanctions Screening,True,False,False,False,False,2026-04-24,confidential,aligned,aligned,case_workflow,1.0,0.409,low,Fraud Product,89
AST-00673,SRC-083,Sanctions Screening Table 0673,table,Sanctions Screening,True,True,True,True,True,2026-07-18,public_internal,aligned,aligned,identity_verification,0.738,0.282,high,Fraud Product,4
AST-00674,SRC-096,Business Registry Table 0674,table,Business Registry,True,False,True,True,False,2026-07-15,restricted,aligned,aligned,risk_decision_signal,0.871,0.483,medium,Compliance Ops,7
AST-00675,SRC-078,Device Intelligence Knowledge Article 0675,knowledge_article,Device Intelligence,False,False,True,True,True,2026-06-04,restricted,overexposed,aligned,identity_verification,0.834,0.206,medium,Identity Product,48
AST-00676,SRC-088,Customer Risk Notes Knowledge Article 0676,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-07-22,public_internal,aligned,aligned,retention_rule,0.469,0.689,low,Identity Product,0
AST-00677,SRC-080,Device Intelligence Table 0677,table,Device Intelligence,True,False,True,True,True,2026-07-06,confidential,aligned,aligned,case_workflow,0.961,0.165,high,Fraud Product,16
AST-00678,SRC-031,Case Operations Knowledge Article 0678,knowledge_article,Case Operations,True,True,True,True,True,2026-06-08,restricted,aligned,aligned,entity_resolution,0.675,0.63,high,Identity Product,44
AST-00679,SRC-025,Compliance Policy Table 0679,table,Compliance Policy,True,False,True,True,False,2026-07-03,restricted,aligned,aligned,access_policy,0.751,0.106,medium,Customer Ops,19
AST-00680,SRC-067,Device Intelligence Knowledge Article 0680,knowledge_article,Device Intelligence,True,True,True,True,True,2026-06-03,confidential,aligned,aligned,fraud_indicator,1.0,0.238,medium,Fraud Product,49
AST-00681,SRC-092,Fraud Signals Knowledge Article 0681,knowledge_article,Fraud Signals,True,True,True,True,True,2026-07-13,public_internal,missing_review,aligned,entity_resolution,0.688,0.56,high,Identity Product,9
AST-00682,SRC-069,Sanctions Screening Knowledge Article 0682,knowledge_article,Sanctions Screening,True,False,True,True,False,2026-05-02,public_internal,missing_review,aligned,entity_resolution,1.0,0.546,medium,Fraud Product,81
AST-00683,SRC-023,Identity Verification Knowledge Article 0683,knowledge_article,Identity Verification,False,False,True,True,True,2026-07-07,confidential,aligned,missing_policy,risk_decision_signal,0.83,0.452,low,Fraud Product,15
AST-00684,SRC-057,Case Operations Table 0684,table,Case Operations,True,True,True,True,True,2026-04-20,public_internal,aligned,aligned,business_registry,0.801,0.417,medium,Customer Ops,93
AST-00685,SRC-017,Device Intelligence Table 0685,table,Device Intelligence,False,False,True,True,True,2026-06-19,confidential,overexposed,missing_policy,fraud_indicator,0.951,0.342,medium,Customer Ops,33
AST-00686,SRC-086,Identity Verification Table 0686,table,Identity Verification,True,True,True,True,True,2026-07-14,restricted,aligned,aligned,identity_verification,0.975,0.198,medium,AI Platform,8
AST-00687,SRC-088,Customer Risk Notes Table 0687,table,Customer Risk Notes,True,True,True,True,False,2026-07-19,confidential,aligned,expired,risk_decision_signal,0.68,0.283,unclear,Identity Product,3
AST-00688,SRC-010,Sanctions Screening Runbook 0688,runbook,Sanctions Screening,True,True,False,False,True,2026-07-09,confidential,aligned,aligned,entity_resolution,0.819,0.118,medium,Compliance Ops,13
AST-00689,SRC-039,Fraud Signals Table 0689,table,Fraud Signals,True,True,True,True,True,2026-06-02,confidential,aligned,aligned,identity_verification,0.569,0.217,low,Fraud Product,50
AST-00690,SRC-072,Identity Verification Table 0690,table,Identity Verification,True,True,True,True,True,2026-07-12,confidential,aligned,aligned,sanctions_context,0.635,0.473,medium,Customer Ops,10
AST-00691,SRC-082,Business Registry Runbook 0691,runbook,Business Registry,False,False,True,True,True,2026-07-15,restricted,aligned,aligned,entity_resolution,0.535,0.236,high,Compliance Ops,7
AST-00692,SRC-082,Business Registry Table 0692,table,Business Registry,True,True,True,True,True,2026-07-07,confidential,aligned,aligned,fraud_indicator,0.64,0.339,high,AI Platform,15
AST-00693,SRC-063,Customer Risk Notes Table 0693,table,Customer Risk Notes,False,False,True,True,True,2026-07-11,restricted,aligned,aligned,entity_resolution,0.69,0.271,medium,Compliance Ops,11
AST-00694,SRC-004,Sanctions Screening Policy Document 0694,policy_document,Sanctions Screening,True,True,True,True,True,2026-05-25,regulated_sensitive,aligned,aligned,sanctions_context,0.902,0.455,high,Fraud Product,58
AST-00695,SRC-038,Device Intelligence Case Note Template 0695,case_note_template,Device Intelligence,True,True,True,True,False,2026-07-16,restricted,overexposed,aligned,access_policy,1.0,0.336,high,Compliance Ops,6
AST-00696,SRC-026,Customer Risk Notes Table 0696,table,Customer Risk Notes,True,True,False,True,True,2026-06-14,confidential,aligned,aligned,business_registry,0.803,0.226,medium,Compliance Ops,38
AST-00697,SRC-010,Sanctions Screening Case Note Template 0697,case_note_template,Sanctions Screening,True,True,True,False,True,2026-07-11,regulated_sensitive,aligned,aligned,fraud_indicator,0.833,0.351,low,Compliance Ops,11
AST-00698,SRC-019,Customer Risk Notes Case Note Template 0698,case_note_template,Customer Risk Notes,True,True,True,True,True,2026-07-17,restricted,aligned,aligned,entity_resolution,0.713,0.401,low,Compliance Ops,5
AST-00699,SRC-044,Compliance Policy Table 0699,table,Compliance Policy,False,False,True,True,True,2026-05-03,confidential,aligned,aligned,access_policy,0.759,0.104,medium,Customer Ops,80
AST-00700,SRC-043,Case Operations Policy Document 0700,policy_document,Case Operations,False,False,True,True,True,2026-05-23,confidential,aligned,aligned,business_registry,0.741,0.137,medium,Identity Product,60
AST-00701,SRC-051,Identity Verification Knowledge Article 0701,knowledge_article,Identity Verification,True,True,False,True,True,2026-07-04,regulated_sensitive,aligned,aligned,case_workflow,0.679,0.312,medium,Customer Ops,18
AST-00702,SRC-068,Device Intelligence Case Note Template 0702,case_note_template,Device Intelligence,True,True,True,True,False,2026-07-07,restricted,aligned,aligned,identity_verification,0.698,0.295,medium,Customer Ops,15
AST-00703,SRC-069,Sanctions Screening Table 0703,table,Sanctions Screening,True,True,True,True,True,2026-05-16,restricted,aligned,aligned,,0.775,0.033,medium,Fraud Product,67
AST-00704,SRC-087,Sanctions Screening Runbook 0704,runbook,Sanctions Screening,True,True,True,True,True,2026-07-17,confidential,overexposed,aligned,case_workflow,0.585,0.02,medium,Customer Ops,5
AST-00705,SRC-057,Case Operations Policy Document 0705,policy_document,Case Operations,True,True,True,True,True,2026-05-20,confidential,missing_review,missing_policy,device_risk,0.57,0.475,medium,AI Platform,63
AST-00706,SRC-084,Sanctions Screening Policy Document 0706,policy_document,Sanctions Screening,False,False,True,True,True,2026-07-18,confidential,aligned,aligned,business_registry,0.936,0.203,high,AI Platform,4
AST-00707,SRC-017,Device Intelligence Runbook 0707,runbook,Device Intelligence,True,True,True,True,False,2026-04-19,confidential,aligned,aligned,access_policy,0.762,0.221,low,Identity Product,94
AST-00708,SRC-045,Case Operations Table 0708,table,Case Operations,True,True,True,False,False,2026-06-16,regulated_sensitive,overexposed,expired,sanctions_context,0.646,0.302,medium,Fraud Product,36
AST-00709,SRC-061,Customer Risk Notes Table 0709,table,Customer Risk Notes,True,False,True,True,True,2026-05-21,restricted,overexposed,aligned,fraud_indicator,0.834,0.206,high,Customer Ops,62
AST-00710,SRC-030,Fraud Signals Table 0710,table,Fraud Signals,True,True,True,True,True,2026-05-14,confidential,aligned,expired,retention_rule,0.893,0.149,low,Identity Product,69
AST-00711,SRC-055,Sanctions Screening Faq 0711,faq,Sanctions Screening,True,True,True,True,True,2026-05-29,public_internal,aligned,aligned,fraud_indicator,0.584,0.488,medium,Fraud Product,54
AST-00712,SRC-093,Compliance Policy Table 0712,table,Compliance Policy,False,False,True,True,True,2026-07-01,regulated_sensitive,aligned,missing_policy,sanctions_context,0.737,0.25,unclear,Customer Ops,21
AST-00713,SRC-001,Identity Verification Table 0713,table,Identity Verification,False,False,False,True,True,2026-06-25,confidential,aligned,aligned,identity_verification,0.56,0.081,medium,Fraud Product,27
AST-00714,SRC-066,Case Operations Knowledge Article 0714,knowledge_article,Case Operations,True,True,True,True,True,2026-07-13,regulated_sensitive,aligned,aligned,access_policy,0.764,0.132,high,Identity Product,9
AST-00715,SRC-078,Device Intelligence Knowledge Article 0715,knowledge_article,Device Intelligence,False,False,True,True,True,2026-07-22,confidential,aligned,aligned,business_registry,0.789,0.121,low,AI Platform,0
AST-00716,SRC-086,Identity Verification Runbook 0716,runbook,Identity Verification,True,True,True,True,True,2026-07-17,restricted,aligned,aligned,fraud_indicator,0.993,0.384,low,Compliance Ops,5
AST-00717,SRC-015,Fraud Signals Knowledge Article 0717,knowledge_article,Fraud Signals,False,False,False,False,False,2026-05-25,confidential,aligned,aligned,device_risk,0.833,0.377,high,Customer Ops,58
AST-00718,SRC-084,Sanctions Screening Runbook 0718,runbook,Sanctions Screening,True,False,True,True,True,2026-07-16,restricted,aligned,aligned,identity_verification,0.984,0.434,medium,Fraud Product,6
AST-00719,SRC-058,Identity Verification Knowledge Article 0719,knowledge_article,Identity Verification,False,False,False,True,True,2026-07-11,public_internal,aligned,aligned,retention_rule,0.813,0.382,high,Customer Ops,11
AST-00720,SRC-064,Device Intelligence Table 0720,table,Device Intelligence,True,True,True,False,False,2026-07-12,confidential,overexposed,aligned,retention_rule,0.971,0.467,medium,Fraud Product,10
AST-00721,SRC-078,Device Intelligence Table 0721,table,Device Intelligence,True,True,True,True,True,2026-05-09,confidential,overexposed,aligned,access_policy,0.681,0.027,medium,Customer Ops,74
AST-00722,SRC-071,Business Registry Policy Document 0722,policy_document,Business Registry,True,True,True,True,True,2026-07-20,regulated_sensitive,overexposed,aligned,entity_resolution,0.791,0.295,medium,Customer Ops,2
AST-00723,SRC-050,Sanctions Screening Table 0723,table,Sanctions Screening,True,True,True,True,True,2026-07-07,confidential,overexposed,expired,retention_rule,0.915,0.257,unclear,Compliance Ops,15
AST-00724,SRC-075,Sanctions Screening Runbook 0724,runbook,Sanctions Screening,True,True,True,True,True,2026-06-28,restricted,aligned,aligned,access_policy,0.714,0.167,medium,Compliance Ops,24
AST-00725,SRC-014,Sanctions Screening Policy Document 0725,policy_document,Sanctions Screening,True,True,False,True,True,2026-07-09,regulated_sensitive,aligned,aligned,,0.564,0.205,medium,Fraud Product,13
AST-00726,SRC-055,Sanctions Screening Knowledge Article 0726,knowledge_article,Sanctions Screening,False,False,True,False,False,2026-05-28,confidential,aligned,aligned,entity_resolution,0.787,0.306,high,Identity Product,55
AST-00727,SRC-001,Identity Verification Table 0727,table,Identity Verification,True,False,True,True,True,2026-06-06,restricted,aligned,aligned,entity_resolution,0.872,0.541,unclear,AI Platform,46
AST-00728,SRC-024,Identity Verification Table 0728,table,Identity Verification,True,True,True,True,True,2026-04-19,public_internal,aligned,aligned,risk_decision_signal,0.864,0.02,high,Fraud Product,94
AST-00729,SRC-073,Business Registry Policy Document 0729,policy_document,Business Registry,True,True,False,True,True,2026-04-24,regulated_sensitive,aligned,aligned,sanctions_context,0.473,0.33,medium,Customer Ops,89
AST-00730,SRC-015,Fraud Signals Faq 0730,faq,Fraud Signals,True,True,False,False,True,2026-06-07,confidential,overexposed,aligned,access_policy,0.767,0.515,unclear,AI Platform,45
AST-00731,SRC-095,Case Operations Knowledge Article 0731,knowledge_article,Case Operations,True,True,True,True,True,2026-04-27,confidential,missing_review,aligned,fraud_indicator,0.52,0.315,high,Identity Product,86
AST-00732,SRC-012,Business Registry Runbook 0732,runbook,Business Registry,True,True,True,True,False,2026-07-19,confidential,aligned,aligned,business_registry,0.675,0.028,medium,AI Platform,3
AST-00733,SRC-090,Compliance Policy Policy Document 0733,policy_document,Compliance Policy,True,True,False,False,True,2026-07-15,public_internal,aligned,aligned,business_registry,0.993,0.02,low,AI Platform,7
AST-00734,SRC-051,Identity Verification Knowledge Article 0734,knowledge_article,Identity Verification,True,True,True,True,False,2026-07-21,restricted,aligned,missing_policy,sanctions_context,0.776,0.225,unclear,AI Platform,1
AST-00735,SRC-009,Customer Risk Notes Table 0735,table,Customer Risk Notes,True,True,True,True,True,2026-07-18,restricted,aligned,aligned,entity_resolution,1.0,0.315,medium,Compliance Ops,4
AST-00736,SRC-078,Device Intelligence Case Note Template 0736,case_note_template,Device Intelligence,True,True,True,True,True,2026-06-09,confidential,aligned,aligned,retention_rule,0.834,0.431,medium,Compliance Ops,43
AST-00737,SRC-047,Compliance Policy Table 0737,table,Compliance Policy,True,True,True,True,True,2026-05-14,restricted,aligned,aligned,access_policy,0.952,0.132,low,Customer Ops,69
AST-00738,SRC-020,Device Intelligence Policy Document 0738,policy_document,Device Intelligence,True,False,True,True,True,2026-07-21,confidential,aligned,expired,risk_decision_signal,0.799,0.302,low,AI Platform,1
AST-00739,SRC-042,Case Operations Table 0739,table,Case Operations,False,False,True,True,False,2026-07-14,confidential,overexposed,aligned,business_registry,1.0,0.643,low,AI Platform,8
AST-00740,SRC-020,Device Intelligence Table 0740,table,Device Intelligence,True,False,True,True,False,2026-07-17,confidential,aligned,aligned,entity_resolution,0.792,0.659,medium,Customer Ops,5
AST-00741,SRC-055,Sanctions Screening Faq 0741,faq,Sanctions Screening,True,True,False,True,False,2026-05-31,confidential,missing_review,aligned,fraud_indicator,1.0,0.337,high,Identity Product,52
AST-00742,SRC-030,Fraud Signals Table 0742,table,Fraud Signals,True,True,True,True,True,2026-06-26,restricted,aligned,aligned,sanctions_context,0.766,0.139,low,AI Platform,26
AST-00743,SRC-016,Business Registry Faq 0743,faq,Business Registry,True,True,True,True,False,2026-05-24,confidential,aligned,aligned,fraud_indicator,0.89,0.156,high,Compliance Ops,59
AST-00744,SRC-030,Fraud Signals Knowledge Article 0744,knowledge_article,Fraud Signals,True,True,True,True,True,2026-06-23,restricted,aligned,aligned,access_policy,0.778,0.558,medium,Customer Ops,29
AST-00745,SRC-089,Case Operations Table 0745,table,Case Operations,True,True,True,True,True,2026-07-19,regulated_sensitive,aligned,expired,,0.559,0.515,medium,Identity Product,3
AST-00746,SRC-063,Customer Risk Notes Knowledge Article 0746,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-07-11,restricted,aligned,aligned,risk_decision_signal,0.494,0.02,high,Identity Product,11
AST-00747,SRC-043,Case Operations Table 0747,table,Case Operations,True,False,True,True,True,2026-05-15,confidential,aligned,aligned,identity_verification,0.906,0.205,low,Identity Product,68
AST-00748,SRC-021,Compliance Policy Policy Document 0748,policy_document,Compliance Policy,True,True,True,False,True,2026-07-19,confidential,aligned,aligned,business_registry,0.964,0.285,low,AI Platform,3
AST-00749,SRC-074,Customer Risk Notes Faq 0749,faq,Customer Risk Notes,True,True,True,True,True,2026-07-13,confidential,aligned,expired,risk_decision_signal,0.853,0.435,unclear,Customer Ops,9
AST-00750,SRC-021,Compliance Policy Table 0750,table,Compliance Policy,True,True,True,True,True,2026-07-18,restricted,aligned,aligned,risk_decision_signal,0.69,0.383,high,Identity Product,4
AST-00751,SRC-075,Sanctions Screening Knowledge Article 0751,knowledge_article,Sanctions Screening,True,True,True,True,True,2026-07-15,restricted,aligned,aligned,device_risk,0.824,0.02,low,Identity Product,7
AST-00752,SRC-041,Fraud Signals Knowledge Article 0752,knowledge_article,Fraud Signals,False,False,True,True,True,2026-07-16,confidential,aligned,missing_policy,device_risk,1.0,0.157,unclear,AI Platform,6
AST-00753,SRC-024,Identity Verification Knowledge Article 0753,knowledge_article,Identity Verification,True,False,False,True,True,2026-07-18,confidential,aligned,expired,risk_decision_signal,0.58,0.196,high,Compliance Ops,4
AST-00754,SRC-090,Compliance Policy Table 0754,table,Compliance Policy,False,False,True,True,True,2026-07-21,confidential,aligned,aligned,case_workflow,0.656,0.277,low,AI Platform,1
AST-00755,SRC-079,Fraud Signals Knowledge Article 0755,knowledge_article,Fraud Signals,True,True,True,True,True,2026-06-19,restricted,aligned,aligned,sanctions_context,0.852,0.193,medium,Compliance Ops,33
AST-00756,SRC-092,Fraud Signals Runbook 0756,runbook,Fraud Signals,True,False,True,True,False,2026-07-10,restricted,missing_review,aligned,risk_decision_signal,0.796,0.241,medium,Identity Product,12
AST-00757,SRC-018,Business Registry Knowledge Article 0757,knowledge_article,Business Registry,True,True,False,True,False,2026-07-16,public_internal,aligned,missing_policy,,0.947,0.27,high,Compliance Ops,6
AST-00758,SRC-029,Business Registry Knowledge Article 0758,knowledge_article,Business Registry,True,True,True,True,True,2026-04-29,restricted,aligned,aligned,identity_verification,0.572,0.304,low,Identity Product,84
AST-00759,SRC-046,Identity Verification Policy Document 0759,policy_document,Identity Verification,True,True,True,True,True,2026-07-18,confidential,aligned,expired,identity_verification,0.822,0.182,high,Fraud Product,4
AST-00760,SRC-048,Fraud Signals Table 0760,table,Fraud Signals,True,True,True,False,True,2026-07-21,public_internal,overexposed,aligned,retention_rule,0.648,0.425,medium,Compliance Ops,1
AST-00761,SRC-095,Case Operations Table 0761,table,Case Operations,False,False,True,True,True,2026-05-21,confidential,overexposed,aligned,entity_resolution,0.986,0.236,medium,Customer Ops,62
AST-00762,SRC-026,Customer Risk Notes Table 0762,table,Customer Risk Notes,True,True,False,True,True,2026-04-27,public_internal,overexposed,aligned,business_registry,0.794,0.472,medium,Compliance Ops,86
AST-00763,SRC-056,Business Registry Knowledge Article 0763,knowledge_article,Business Registry,True,True,True,False,True,2026-07-22,confidential,aligned,aligned,sanctions_context,0.91,0.306,low,Compliance Ops,0
AST-00764,SRC-091,Business Registry Table 0764,table,Business Registry,True,False,True,True,True,2026-05-29,confidential,overexposed,aligned,,0.886,0.123,high,Identity Product,54
AST-00765,SRC-074,Customer Risk Notes Knowledge Article 0765,knowledge_article,Customer Risk Notes,True,True,True,True,True,2026-07-15,confidential,missing_review,aligned,business_registry,0.734,0.117,medium,Identity Product,7
AST-00766,SRC-042,Case Operations Table 0766,table,Case Operations,True,True,False,False,True,2026-07-19,confidential,aligned,aligned,device_risk,0.84,0.149,unclear,Fraud Product,3
AST-00767,SRC-018,Business Registry Knowledge Article 0767,knowledge_article,Business Registry,False,False,True,True,True,2026-07-18,restricted,aligned,aligned,fraud_indicator,0.801,0.675,low,Customer Ops,4
AST-00768,SRC-014,Sanctions Screening Policy Document 0768,policy_document,Sanctions Screening,True,True,True,False,False,2026-05-12,regulated_sensitive,aligned,aligned,sanctions_context,0.783,0.273,unclear,Compliance Ops,71
AST-00769,SRC-068,Device Intelligence Case Note Template 0769,case_note_template,Device Intelligence,True,True,True,True,True,2026-06-23,restricted,aligned,aligned,access_policy,0.924,0.405,low,Identity Product,29
AST-00770,SRC-020,Device Intelligence Knowledge Article 0770,knowledge_article,Device Intelligence,True,False,True,True,False,2026-07-20,confidential,aligned,aligned,fraud_indicator,0.925,0.309,low,Customer Ops,2
AST-00771,SRC-023,Identity Verification Knowledge Article 0771,knowledge_article,Identity Verification,True,True,True,False,True,2026-06-03,confidential,aligned,aligned,fraud_indicator,0.725,0.313,low,Fraud Product,49
AST-00772,SRC-004,Sanctions Screening Policy Document 0772,policy_document,Sanctions Screening,True,True,True,False,True,2026-07-12,confidential,aligned,aligned,risk_decision_signal,0.631,0.443,high,Fraud Product,10
AST-00773,SRC-094,Case Operations Knowledge Article 0773,knowledge_article,Case Operations,True,True,True,True,True,2026-07-16,regulated_sensitive,aligned,aligned,fraud_indicator,0.486,0.409,high,Customer Ops,6
AST-00774,SRC-015,Fraud Signals Table 0774,table,Fraud Signals,True,True,True,True,False,2026-07-11,restricted,aligned,aligned,retention_rule,0.764,0.276,low,Identity Product,11
AST-00775,SRC-057,Case Operations Knowledge Article 0775,knowledge_article,Case Operations,True,True,True,True,True,2026-06-01,restricted,aligned,aligned,sanctions_context,0.809,0.02,low,Identity Product,51
AST-00776,SRC-005,Sanctions Screening Table 0776,table,Sanctions Screening,True,True,True,True,True,2026-05-07,confidential,missing_review,aligned,fraud_indicator,0.873,0.158,low,Fraud Product,76
AST-00777,SRC-002,Compliance Policy Table 0777,table,Compliance Policy,False,False,True,True,False,2026-04-25,confidential,aligned,aligned,,0.805,0.321,high,Compliance Ops,88
AST-00778,SRC-075,Sanctions Screening Case Note Template 0778,case_note_template,Sanctions Screening,True,True,False,True,False,2026-06-27,confidential,overexposed,aligned,identity_verification,0.868,0.263,medium,AI Platform,25
AST-00779,SRC-081,Compliance Policy Knowledge Article 0779,knowledge_article,Compliance Policy,True,True,True,True,True,2026-05-06,confidential,aligned,aligned,identity_verification,0.757,0.432,high,Fraud Product,77
AST-00780,SRC-092,Fraud Signals Table 0780,table,Fraud Signals,True,True,True,True,True,2026-07-13,restricted,aligned,aligned,business_registry,0.686,0.309,low,Fraud Product,9
AST-00781,SRC-072,Identity Verification Knowledge Article 0781,knowledge_article,Identity Verification,False,False,True,True,False,2026-07-15,restricted,aligned,aligned,business_registry,0.737,0.306,high,Fraud Product,7
AST-00782,SRC-081,Compliance Policy Faq 0782,faq,Compliance Policy,True,True,True,True,True,2026-06-02,confidential,missing_review,expired,entity_resolution,0.907,0.231,high,Customer Ops,50
AST-00783,SRC-037,Customer Risk Notes Table 0783,table,Customer Risk Notes,True,True,False,True,True,2026-06-26,restricted,aligned,aligned,risk_decision_signal,0.692,0.313,medium,Compliance Ops,26
AST-00784,SRC-049,Compliance Policy Faq 0784,faq,Compliance Policy,True,True,False,True,True,2026-07-15,confidential,overexposed,aligned,identity_verification,1.0,0.428,unclear,Fraud Product,7
AST-00785,SRC-090,Compliance Policy Table 0785,table,Compliance Policy,True,True,True,False,True,2026-07-16,public_internal,aligned,aligned,business_registry,0.792,0.326,low,Identity Product,6
AST-00786,SRC-079,Fraud Signals Table 0786,table,Fraud Signals,True,True,True,True,True,2026-06-02,public_internal,aligned,aligned,sanctions_context,0.972,0.528,medium,Customer Ops,50
AST-00787,SRC-069,Sanctions Screening Faq 0787,faq,Sanctions Screening,True,True,True,True,False,2026-05-01,restricted,aligned,aligned,risk_decision_signal,0.751,0.133,low,Identity Product,82
