issue_id,asset_id,source_id,domain,issue_type,severity,included_in_retrieval,estimated_risk_exposure_points,recommended_action,target_owner,cycle_time_target_days,status
ISS-01250,AST-00478,SRC-038,Device Intelligence,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,5,resolved
ISS-01251,AST-00478,SRC-038,Device Intelligence,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,15,blocked
ISS-01252,AST-00478,SRC-038,Device Intelligence,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,10,in_progress
ISS-01265,AST-00483,SRC-043,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,15,open
ISS-01267,AST-00484,SRC-082,Business Registry,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,10,resolved
ISS-01268,AST-00484,SRC-082,Business Registry,metadata_gap,P1,False,160,Complete business description and field dictionary,Knowledge Manager,5,open
ISS-01269,AST-00484,SRC-082,Business Registry,semantic_label_gap,P1,False,160,Assign approved retrieval category labels,Knowledge Manager,5,open
ISS-01270,AST-00484,SRC-082,Business Registry,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Governance Partner,5,in_progress
ISS-01271,AST-00484,SRC-082,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,5,in_progress
ISS-01278,AST-00487,SRC-049,Compliance Policy,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,5,blocked
ISS-01279,AST-00487,SRC-049,Compliance Policy,metadata_gap,P1,True,160,Complete business description and field dictionary,Governance Partner,5,resolved
ISS-01280,AST-00487,SRC-049,Compliance Policy,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,10,blocked
ISS-01281,AST-00487,SRC-049,Compliance Policy,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,10,in_progress
ISS-01284,AST-00489,SRC-032,Compliance Policy,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,10,blocked
ISS-01285,AST-00489,SRC-032,Compliance Policy,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,10,open
ISS-01286,AST-00489,SRC-032,Compliance Policy,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Knowledge Manager,15,open
ISS-01287,AST-00489,SRC-032,Compliance Policy,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,10,in_progress
ISS-01291,AST-00491,SRC-020,Device Intelligence,stale_source,P1,False,160,Refresh or remove stale retrieval source,Source Owner,5,open
ISS-01292,AST-00491,SRC-020,Device Intelligence,metadata_gap,P1,False,160,Complete business description and field dictionary,Governance Partner,5,blocked
ISS-01293,AST-00491,SRC-020,Device Intelligence,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-01294,AST-00491,SRC-020,Device Intelligence,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,5,open
ISS-01300,AST-00494,SRC-025,Compliance Policy,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,5,in_progress
ISS-01301,AST-00494,SRC-025,Compliance Policy,metadata_gap,P1,False,160,Complete business description and field dictionary,Knowledge Manager,5,resolved
ISS-01302,AST-00494,SRC-025,Compliance Policy,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Data Steward,20,in_progress
ISS-01303,AST-00494,SRC-025,Compliance Policy,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,15,open
ISS-01311,AST-00497,SRC-006,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-01325,AST-00503,SRC-037,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,in_progress
ISS-01328,AST-00505,SRC-086,Identity Verification,metadata_gap,P1,True,160,Complete business description and field dictionary,Source Owner,5,in_progress
ISS-01329,AST-00505,SRC-086,Identity Verification,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Knowledge Manager,5,in_progress
ISS-01338,AST-00509,SRC-008,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,15,resolved
ISS-01345,AST-00513,SRC-046,Identity Verification,metadata_gap,P1,True,160,Complete business description and field dictionary,Knowledge Manager,15,in_progress
ISS-01346,AST-00513,SRC-046,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,in_progress
ISS-01347,AST-00513,SRC-046,Identity Verification,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,15,blocked
ISS-01350,AST-00515,SRC-041,Fraud Signals,metadata_gap,P1,True,160,Complete business description and field dictionary,Governance Partner,15,blocked
ISS-01351,AST-00515,SRC-041,Fraud Signals,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Governance Partner,10,open
ISS-01352,AST-00515,SRC-041,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,5,blocked
ISS-01353,AST-00515,SRC-041,Fraud Signals,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,10,in_progress
ISS-01357,AST-00517,SRC-004,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,5,resolved
ISS-01367,AST-00521,SRC-088,Customer Risk Notes,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,20,open
ISS-01368,AST-00522,SRC-071,Business Registry,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,5,in_progress
ISS-01369,AST-00522,SRC-071,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,10,in_progress
ISS-01373,AST-00523,SRC-046,Identity Verification,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,15,open
ISS-01375,AST-00525,SRC-096,Business Registry,stale_source,P1,False,160,Refresh or remove stale retrieval source,Knowledge Manager,5,open
ISS-01376,AST-00525,SRC-096,Business Registry,metadata_gap,P1,False,160,Complete business description and field dictionary,Governance Partner,15,in_progress
ISS-01377,AST-00525,SRC-096,Business Registry,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Source Owner,15,in_progress
ISS-01378,AST-00525,SRC-096,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-01379,AST-00525,SRC-096,Business Registry,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,5,resolved
ISS-01380,AST-00526,SRC-041,Fraud Signals,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,10,blocked
ISS-01382,AST-00526,SRC-041,Fraud Signals,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,15,open
ISS-01385,AST-00528,SRC-089,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Data Steward,5,open
ISS-01386,AST-00528,SRC-089,Case Operations,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Governance Partner,10,open
ISS-01387,AST-00528,SRC-089,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-01388,AST-00528,SRC-089,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,10,open
ISS-01395,AST-00531,SRC-073,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,20,open
ISS-01400,AST-00534,SRC-032,Compliance Policy,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,5,blocked
ISS-01401,AST-00534,SRC-032,Compliance Policy,metadata_gap,P1,False,160,Complete business description and field dictionary,Source Owner,10,open
ISS-01402,AST-00534,SRC-032,Compliance Policy,semantic_label_gap,P1,False,160,Assign approved retrieval category labels,Source Owner,20,in_progress
ISS-01403,AST-00534,SRC-032,Compliance Policy,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Knowledge Manager,5,resolved
ISS-01406,AST-00536,SRC-020,Device Intelligence,metadata_gap,P1,False,160,Complete business description and field dictionary,Knowledge Manager,10,open
ISS-01407,AST-00536,SRC-020,Device Intelligence,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Data Steward,5,open
ISS-01408,AST-00536,SRC-020,Device Intelligence,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Source Owner,5,resolved
ISS-01409,AST-00536,SRC-020,Device Intelligence,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,5,resolved
ISS-01422,AST-00543,SRC-009,Customer Risk Notes,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,10,open
ISS-01423,AST-00543,SRC-009,Customer Risk Notes,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Data Steward,5,blocked
ISS-01424,AST-00543,SRC-009,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,20,resolved
ISS-01433,AST-00548,SRC-075,Sanctions Screening,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,10,open
ISS-01434,AST-00548,SRC-075,Sanctions Screening,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Knowledge Manager,10,resolved
ISS-01435,AST-00548,SRC-075,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,resolved
ISS-01436,AST-00548,SRC-075,Sanctions Screening,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,15,open
ISS-01437,AST-00549,SRC-089,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,5,in_progress
ISS-01438,AST-00549,SRC-089,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,15,blocked
ISS-01439,AST-00549,SRC-089,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,15,resolved
ISS-01440,AST-00550,SRC-054,Compliance Policy,metadata_gap,P1,False,160,Complete business description and field dictionary,Source Owner,15,open
ISS-01442,AST-00550,SRC-054,Compliance Policy,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,10,open
ISS-01449,AST-00553,SRC-077,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,blocked
ISS-01457,AST-00557,SRC-050,Sanctions Screening,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,15,open
ISS-01458,AST-00557,SRC-050,Sanctions Screening,metadata_gap,P1,True,160,Complete business description and field dictionary,Knowledge Manager,5,in_progress
ISS-01459,AST-00557,SRC-050,Sanctions Screening,semantic_label_gap,P1,True,160,Assign approved retrieval category labels,Knowledge Manager,20,open
ISS-01460,AST-00557,SRC-050,Sanctions Screening,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Knowledge Manager,15,in_progress
ISS-01468,AST-00560,SRC-057,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,in_progress
ISS-01471,AST-00563,SRC-058,Identity Verification,metadata_gap,P1,True,160,Complete business description and field dictionary,Knowledge Manager,5,open
ISS-01472,AST-00563,SRC-058,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,5,in_progress
ISS-01473,AST-00563,SRC-058,Identity Verification,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,5,open
ISS-01474,AST-00564,SRC-075,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,5,open
ISS-01478,AST-00565,SRC-084,Sanctions Screening,metadata_gap,P1,False,160,Complete business description and field dictionary,Source Owner,10,blocked
ISS-01480,AST-00566,SRC-048,Fraud Signals,metadata_gap,P1,True,160,Complete business description and field dictionary,Source Owner,10,open
ISS-01481,AST-00566,SRC-048,Fraud Signals,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Data Steward,15,open
ISS-01482,AST-00566,SRC-048,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,open
ISS-01483,AST-00567,SRC-042,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,5,resolved
ISS-01484,AST-00567,SRC-042,Case Operations,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,15,in_progress
ISS-01485,AST-00567,SRC-042,Case Operations,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,10,open
ISS-01486,AST-00567,SRC-042,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,in_progress
ISS-01487,AST-00567,SRC-042,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,5,in_progress
ISS-01496,AST-00573,SRC-086,Identity Verification,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,15,blocked
ISS-01497,AST-00573,SRC-086,Identity Verification,metadata_gap,P1,False,160,Complete business description and field dictionary,Source Owner,5,open
ISS-01498,AST-00573,SRC-086,Identity Verification,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Source Owner,15,in_progress
ISS-01499,AST-00573,SRC-086,Identity Verification,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,5,in_progress
ISS-01500,AST-00573,SRC-086,Identity Verification,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,15,in_progress
ISS-01506,AST-00575,SRC-042,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,20,in_progress
ISS-01510,AST-00576,SRC-080,Device Intelligence,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,5,resolved
ISS-01515,AST-00577,SRC-034,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-01517,AST-00578,SRC-013,Identity Verification,metadata_gap,P1,True,160,Complete business description and field dictionary,Governance Partner,15,in_progress
ISS-01523,AST-00580,SRC-043,Case Operations,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,15,blocked
ISS-01525,AST-00581,SRC-094,Case Operations,metadata_gap,P1,True,160,Complete business description and field dictionary,Knowledge Manager,10,blocked
ISS-01526,AST-00581,SRC-094,Case Operations,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,10,open
ISS-01527,AST-00581,SRC-094,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,open
ISS-01528,AST-00581,SRC-094,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,15,resolved
ISS-01534,AST-00584,SRC-023,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,in_progress
ISS-01538,AST-00585,SRC-028,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,15,resolved
ISS-01539,AST-00586,SRC-090,Compliance Policy,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,5,open
ISS-01540,AST-00586,SRC-090,Compliance Policy,metadata_gap,P1,False,160,Complete business description and field dictionary,Source Owner,15,in_progress
ISS-01541,AST-00586,SRC-090,Compliance Policy,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,open
ISS-01542,AST-00586,SRC-090,Compliance Policy,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,5,open
ISS-01549,AST-00589,SRC-004,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,15,open
ISS-01563,AST-00595,SRC-004,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,15,open
ISS-01568,AST-00596,SRC-039,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,5,blocked
ISS-01574,AST-00600,SRC-084,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,10,blocked
ISS-01575,AST-00600,SRC-084,Sanctions Screening,metadata_gap,P1,False,160,Complete business description and field dictionary,Knowledge Manager,10,resolved
ISS-01576,AST-00600,SRC-084,Sanctions Screening,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Knowledge Manager,15,open
ISS-01577,AST-00600,SRC-084,Sanctions Screening,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,10,blocked
ISS-01578,AST-00600,SRC-084,Sanctions Screening,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,10,open
ISS-01591,AST-00607,SRC-026,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,5,in_progress
ISS-01593,AST-00608,SRC-062,Identity Verification,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,5,open
ISS-01594,AST-00608,SRC-062,Identity Verification,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,10,open
ISS-01595,AST-00608,SRC-062,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,blocked
ISS-01596,AST-00608,SRC-062,Identity Verification,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,10,open
ISS-01608,AST-00613,SRC-069,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,resolved
ISS-01619,AST-00618,SRC-060,Fraud Signals,stale_source,P1,False,160,Refresh or remove stale retrieval source,Data Steward,20,open
ISS-01620,AST-00618,SRC-060,Fraud Signals,metadata_gap,P1,False,160,Complete business description and field dictionary,Governance Partner,5,open
ISS-01621,AST-00618,SRC-060,Fraud Signals,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Source Owner,10,in_progress
ISS-01622,AST-00618,SRC-060,Fraud Signals,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,10,open
ISS-01632,AST-00625,SRC-009,Customer Risk Notes,stale_source,P1,True,160,Refresh or remove stale retrieval source,Data Steward,15,resolved
ISS-01633,AST-00625,SRC-009,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,10,resolved
ISS-01634,AST-00625,SRC-009,Customer Risk Notes,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Governance Partner,10,open
ISS-01641,AST-00627,SRC-026,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,10,open
ISS-01654,AST-00633,SRC-080,Device Intelligence,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-01660,AST-00636,SRC-025,Compliance Policy,stale_source,P1,False,160,Refresh or remove stale retrieval source,Source Owner,5,in_progress
ISS-01661,AST-00636,SRC-025,Compliance Policy,metadata_gap,P1,False,160,Complete business description and field dictionary,Knowledge Manager,10,open
ISS-01662,AST-00636,SRC-025,Compliance Policy,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Data Steward,10,open
ISS-01663,AST-00636,SRC-025,Compliance Policy,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,10,resolved
ISS-01664,AST-00636,SRC-025,Compliance Policy,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,10,in_progress
ISS-01666,AST-00637,SRC-017,Device Intelligence,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,5,in_progress
ISS-01668,AST-00638,SRC-042,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Governance Partner,20,in_progress
ISS-01669,AST-00638,SRC-042,Case Operations,metadata_gap,P1,True,160,Complete business description and field dictionary,Knowledge Manager,15,open
ISS-01670,AST-00638,SRC-042,Case Operations,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Governance Partner,5,in_progress
ISS-01671,AST-00638,SRC-042,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,resolved
ISS-01672,AST-00638,SRC-042,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,10,resolved
ISS-01673,AST-00639,SRC-075,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Source Owner,5,in_progress
ISS-01674,AST-00639,SRC-075,Sanctions Screening,metadata_gap,P1,False,160,Complete business description and field dictionary,Source Owner,10,in_progress
ISS-01675,AST-00639,SRC-075,Sanctions Screening,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Knowledge Manager,15,blocked
ISS-01676,AST-00639,SRC-075,Sanctions Screening,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,5,blocked
ISS-01677,AST-00639,SRC-075,Sanctions Screening,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,5,in_progress
ISS-01680,AST-00641,SRC-032,Compliance Policy,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,5,in_progress
ISS-01681,AST-00641,SRC-032,Compliance Policy,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Knowledge Manager,10,resolved
ISS-01682,AST-00641,SRC-032,Compliance Policy,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,15,resolved
ISS-01688,AST-00644,SRC-069,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,15,in_progress
ISS-01692,AST-00645,SRC-079,Fraud Signals,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,5,blocked
ISS-01705,AST-00649,SRC-016,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,15,open
ISS-01707,AST-00652,SRC-094,Case Operations,stale_source,P1,True,160,Refresh or remove stale retrieval source,Source Owner,5,open
ISS-01708,AST-00652,SRC-094,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,5,open
ISS-01709,AST-00652,SRC-094,Case Operations,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Source Owner,15,open
ISS-01716,AST-00655,SRC-085,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,20,resolved
ISS-01730,AST-00660,SRC-027,Fraud Signals,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,20,resolved
ISS-01735,AST-00661,SRC-016,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Data Steward,15,open
ISS-01737,AST-00662,SRC-072,Identity Verification,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Knowledge Manager,10,blocked
ISS-01738,AST-00662,SRC-072,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,15,open
ISS-01747,AST-00665,SRC-078,Device Intelligence,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,5,in_progress
ISS-01771,AST-00678,SRC-031,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,open
ISS-01773,AST-00679,SRC-025,Compliance Policy,stale_source,P1,False,160,Refresh or remove stale retrieval source,Knowledge Manager,20,open
ISS-01774,AST-00679,SRC-025,Compliance Policy,metadata_gap,P1,False,160,Complete business description and field dictionary,Knowledge Manager,20,in_progress
ISS-01775,AST-00679,SRC-025,Compliance Policy,lineage_owner_gap,P1,False,160,Document owner and upstream lineage,Knowledge Manager,5,open
ISS-01776,AST-00679,SRC-025,Compliance Policy,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Source Owner,10,in_progress
ISS-01778,AST-00681,SRC-092,Fraud Signals,stale_source,P1,True,160,Refresh or remove stale retrieval source,Data Steward,15,blocked
ISS-01779,AST-00681,SRC-092,Fraud Signals,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,open
ISS-01780,AST-00681,SRC-092,Fraud Signals,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,15,open
ISS-01784,AST-00682,SRC-069,Sanctions Screening,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Data Steward,15,in_progress
ISS-01787,AST-00683,SRC-023,Identity Verification,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Governance Partner,10,in_progress
ISS-01797,AST-00687,SRC-088,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,5,open
ISS-01799,AST-00688,SRC-010,Sanctions Screening,stale_source,P1,True,160,Refresh or remove stale retrieval source,Knowledge Manager,15,open
ISS-01800,AST-00688,SRC-010,Sanctions Screening,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,5,blocked
ISS-01801,AST-00688,SRC-010,Sanctions Screening,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,10,resolved
ISS-01806,AST-00691,SRC-082,Business Registry,stale_source,P1,False,160,Refresh or remove stale retrieval source,Governance Partner,15,in_progress
ISS-01807,AST-00691,SRC-082,Business Registry,governance_gap,P1,False,160,"Resolve classification, access, or retention exception",Knowledge Manager,15,in_progress
ISS-01808,AST-00691,SRC-082,Business Registry,retrieval_ambiguity,P1,False,160,Rewrite or split asset to reduce ambiguous retrieval context,Knowledge Manager,10,open
ISS-01809,AST-00692,SRC-082,Business Registry,stale_source,P1,True,160,Refresh or remove stale retrieval source,Governance Partner,5,resolved
ISS-01810,AST-00692,SRC-082,Business Registry,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,open
ISS-01811,AST-00692,SRC-082,Business Registry,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,5,in_progress
ISS-01814,AST-00694,SRC-004,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,5,open
ISS-01816,AST-00695,SRC-038,Device Intelligence,metadata_gap,P1,True,160,Complete business description and field dictionary,Governance Partner,15,in_progress
ISS-01817,AST-00695,SRC-038,Device Intelligence,lineage_owner_gap,P1,True,160,Document owner and upstream lineage,Source Owner,15,open
ISS-01818,AST-00695,SRC-038,Device Intelligence,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,in_progress
ISS-01821,AST-00696,SRC-026,Customer Risk Notes,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,10,in_progress
ISS-01828,AST-00701,SRC-051,Identity Verification,stale_source,P1,True,160,Refresh or remove stale retrieval source,Data Steward,5,blocked
ISS-01829,AST-00701,SRC-051,Identity Verification,metadata_gap,P1,True,160,Complete business description and field dictionary,Governance Partner,20,open
ISS-01830,AST-00701,SRC-051,Identity Verification,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Knowledge Manager,15,resolved
ISS-01831,AST-00701,SRC-051,Identity Verification,retrieval_ambiguity,P1,True,160,Rewrite or split asset to reduce ambiguous retrieval context,Data Steward,15,blocked
ISS-01838,AST-00703,SRC-069,Sanctions Screening,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Governance Partner,10,open
ISS-01851,AST-00708,SRC-045,Case Operations,governance_gap,P1,True,160,"Resolve classification, access, or retention exception",Source Owner,10,open
ISS-01870,AST-00718,SRC-084,Sanctions Screening,stale_source,P1,False,160,Refresh or remove stale retrieval source,Source Owner,10,in_progress
ISS-01874,AST-00720,SRC-064,Device Intelligence,metadata_gap,P1,True,160,Complete business description and field dictionary,Data Steward,10,blocked
